book_id,title,book_author,publisher,rights_date,shakespeare,chaucer,spenser,wordsworth,thurlow,milton,pope,dryden,fordyce,coplestone,opie,thackeray,thrale,lloyd,mackintosh,logan,fox,grey,shenstone,tate,me_henry,lingard,barbauld,alison,anstey,butler,jeffrey,thelwall,paley,bacon,curran (irl),brougham,chalmers,jonson,kingsley,spurgeon,lyon,aikin,croly,merrick,jerrold,carpenter,aide,poole,erskine,otway,combe,dimond,wolcot_pindar,desprez,talbot,southern (irl),chatham,pitt,thomson,lamb,walker,talfourd,emmet (irl),grattan,mackenzie,gibbon,ponsonby,barrington,green,bushe,plunket,tickel,parnell,sherlocke,tobin,hume,bart,more,hooke,melmouth,gordon,lyttleton,swift,forsyth,robertson,jewsbury,hooker,burke,home,sheridan,wilson,goldsmith,landor,hood,dickens,a_edwards,clare,e_mackay,jameson,burns,coleridge,collins,buchanan,whittier,rogers,byron,c_mackay,ca_southey,r_southey,barnard,holcroft,dequincey,keats,cowper,tupper,hunt,havergal,macaulay,hervey,froude,yonge,disraeli,bright,gladstone,carlyle,oconnell (irl),gray,motherwell,campbell,blatch,ruskin,atherstone,lyte,scott,mahoney (irl),colman,addison,hemans,mason,carter,gay,prior,baillie,pollock,norton,bulwer,landon,massey,tennyson,r_browning,e_browning,herschell,farnaby,watts,morris,hazlitt,maclagan,chatterton,e_darwin,lowe,bowring,moore (irl),mitford,keble,robinson (irl),newman,king_charles,waring,cranahan,bonar,munby,blackwall,burton,breton,craik_muloch,herbet,planche,barton,alexander (irl),wolfe (irl),benson,macdonald,j_taylor,faber,dufferin (irl),j_montgomery,houghton,percy,tillotson,dobell,cook,swinburn,white,aa_procter,b_procter,shiel (irl) ,arnold,davis,mickle,waller,hogg,shelley,herrick,bailey,parsons,h_taylor,collins,knowles,ingelow,ossian,wesley,,,,,rw_emerson,ns_emerson,hawthorne,longfellow,seward,franklin,jq_adams,adams,jefferson,van_buren,a_jackson,hoyt,polk,motley,simms,chapin,patten,cozzens,walworth,marks,clinton,bf_taylor,nott,fern,neal,coates,osgood,sears,fuller,whitney,clay,channing,t_dwight,grimke,dwight_moody,colton,malcolm,bronson,allerton,coan,ih_brown,g_brown,DeKroyft,garfield,holt,curtis,wirt,hayne,beers,blaine,cleveland,sprague,warner,thaxter,sargent,allston,story,aldrich,baker,whittaker,lowell,kellogg,holmes,headley,a_stephens,gilman,e_brooks,irving,randolph,poe,howe,arey,stedman,bungay,thorpe,trowbridge,bryant,dana,davidson,hay,r_johnson,macon,priest,cary,read,wilcox,finch,perry,yates,burritt,a_woods,woodworth,whitman,lincoln,whipple,phillips,l_beecher,hw_beecher,everett,cox,schaff,dewey,ward,pierpont,twain,otis,willis,harbaugh,burdette,gough,henry,sigourney,berkley,billings,percival,webster,rush,saxe,hamilton,greene,clark,tilton,parker,swan,ware,holland,bancroft,sheppard,stowe,scudder,hall,halleck,carey,hoppin,proudfit_arkwright,talmadge,boker,dunn,bigelow,mccallum,j_miller,w_miller,hartwick,sweet,patten,pettee,heber,prentice,smith,sf_smith,g_smith,mcduffie,marion,booth,carleton,harte,l_montgomery (can),demille (can),koetzebue (ger),korner (ger),gerhardt (ger),schiller (ger),goethe (ger),thornton (aus),psalms,voiture (fr),michelet (fr),delisle (fr),vossius (dutch),bremer (swed),josephus (rome),cicero (rome),dionysus (rome),quintilian (rome),virgil (rome),john ix (rome),aristotle (greek),socrates (greek),clito  (greek),demostenes (gr),rolland (fr),massillon (fr),coppee (fr),port_royal (fr),camvray (fr),rollin (fr),de_born (fr),hugo (fr),derzhavin (rus),souvestre (fr),faliero (italy),logan (cuyahoga),bible,anonymous,publisher_nationality,brit_count,american_count,nationality_match
loc.ark:/13960/t00z8fm98,"The vestibule of eloquence. Original articles, oratorical and poetical, intended as exercises in recitations, at the Institution, Bedford place, Russell square.","Thelwall, John, 1764-1834.","Printed for the author by J. McCreery, 1810.",1810,1,0,0,0,,0,0,,0,,0,0,0,,,,,,,,,0,1,,1,,,1,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,0,0,,0,,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,,,,0,0,,0,,,,,,,,,,,0,,0,,0,,,,,0,,,,0,0,,0,,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,,,0,0,0,,,,0,,,0,,,,,,,,0,0,0,,,0,0,0,0,0,,,0,,0,,,,,1,0,,,,,0,0,1,,,,,0,0,0,,,0,0,eng,6,0,
loc.ark:/13960/t04x6kc12,Brown's standard elocution and speaker; a thoroughly practical treatise on the science and art of human expression. by Professor I. H. Brown. Rev. and enl. by Charles Walter Brown.,"Brown, Isaac Hinton, 1842-1889.",Laird and Lee [c1911],1911,4,0,0,0,,0,0,,0,,0,0,0,,,,,,,,,0,0,,0,,,0,,,,,,0,0,0,,,2,0,0,3,0,0,0,0,,0,0,1,0,0,0,0,,0,,0,1,0,0,0,,,,,,,,,0,0,,,,,,,,0,0,,,2,,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,,0,3,0,0,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,0,0,0,,0,2,2,0,0,0,0,0,0,0,0,,0,0,1,0,,0,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,0,0,0,0,,0,,,,,0,1,0,0,,,,0,0,,0,,,,,,,,,,,2,,0,,0,,,,,1,,,,0,0,,0,3,0,4,0,0,1,2,0,0,1,,0,0,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,0,0,,0,,1,0,0,0,,,,0,2,,1,,,,,,,1,2,0,0,,,0,0,0,0,0,,,0,,0,,,,,0,0,,,,,0,0,0,,,,,0,0,,,,0,0,usa,15,25,1
loc.ark:/13960/t0bv8rs7b,Practical elocution:,"Sweet, Samuel Niles, b. 1805.","E. H. Pease, 1846.",1846,15,0,0,0,1,4,1,,0,,0,0,0,,,,,,,,,0,0,,0,,,1,,,,,,0,0,0,,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,,0,,0,1,0,0,0,,,,,,,,,0,0,,,,,,,,0,0,,,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,2,,0,,0,0,0,0,0,1,,,,,0,,0,0,0,,0,0,0,1,,,1,0,0,0,0,,0,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,0,0,,0,0,3,0,2,0,,,,,0,0,0,0,1,1,1,0,2,1,1,,1,,,,,,1,1,1,0,1,0,,1,,,,,2,1,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,0,0,0,,,3,0,0,1,0,,1,1,1,1,,0,0,0,0,1,,0,1,0,0,0,,,0,,0,1,2,,,0,0,,,,1,0,0,0,,,1,,0,0,0,,1,6,3,usa,25,32,1
loc.ark:/13960/t0ks80001,Manual of elocution: embracing the philosophy of vocalization... By Prof. C.P. Bronson. Ed. by Laura M. Bronson.,"Bronson, C. P.",J.P. Morton and company [1873],1873,13,0,0,0,0,2,0,,0,,0,0,0,,,,,,,,,0,0,,0,,,0,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,1,5,0,0,3,0,0,1,0,0,2,5,8,0,3,0,0,0,0,0,0,1,0,0,2,,,,0,0,0,0,0,0,0,1,,0,1,0,2,0,0,1,0,,,,,0,7,1,0,0,6,2,1,1,0,,1,0,0,0,0,0,,0,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,1,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,3,,1,0,0,0,0,0,0,2,0,1,1,1,1,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,,0,,0,0,0,0,,,0,0,0,0,2,,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,6,,1,1,,0,0,0,,,0,0,,,,0,0,0,0,,,0,,0,0,0,,0,3,,usa,29,25,0
loc.ark:/13960/t1ng5xp4r,Comstock's elocution and model speaker .../ by Andrew Comstock ; to which is added a complete speaker and reading book of gems by the best authors in prose and verse / by Philip Lawrence.,"Comstock, Andrew, 1795-1864.","T.B. Peterson, 1871.",1871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
loc.ark:/13960/t2989hq3c,"A text-book of elocution, by Maria Porter Brace, A. B. (Mrs. Kimball)","Kimball, Maria Porter Brace, Mrs., 1852-1933.","Leach, Shewell, & Sanborn [c1892]",1892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loc.ark:/13960/t4qj8q54t,"Practical work on elocution,","Lyon, O. L. [from old catalog]","Crawford mirror print, 1890.",1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loc.ark:/13960/t52f91111,"Lessons in elocution, including vocal and physical culture.","Dean, Carrie. [from old catalog]","Review and herald steam press, 1882.",1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loc.ark:/13960/t5fb6bv9m,Science and art of elocution.,"Williams, Daniel B. b. 1861.","D. B. Williams, 1894.",1894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loc.ark:/13960/t5k94gd83,"Elocution simplified; or, How to read and speak correctly and effectively ...","Kyger, John Charles Fremont. [from old catalog]","Claremont Manuafacturing Co., 1884.",1884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loc.ark:/13960/t5x64sd4z,An argument for the study of expression...,"Fox, Frank S. [from old catalog]",1896,1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loc.ark:/13960/t9j402197,An instructive elocution: designed especially for teachers and private learners. By W. H. Fertich.,"Fertich, W. H., 1847-1915.","The author, 1876.",1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdp.39015014295912,"Delsarte system of oratory, including the complete works of M. Fabbe Delaumosne and Mme. Angelique Arnaud (pupils of Delsarte) with the literary remains of François Delsarte, procured of Mme. Delsarte and given literally in Delsarte's own words, without alteration or annotation, and addenda.","Delaumosne, abbé.","E. S. Werner, 1887.",1887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdp.39015014634706,"Elements of elocution, 1781.","Walker, John, 1732-1807.","Scolar P., 1969.",1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdp.39015030866548,"Student's class-book of elocution; a manual containing the fundamental principles of the art of expression,--drills and exercises for the improvement of vocal utterance and oratorical action,--and a copious selection of pieces suitable for practice in public reading and declamation in three courses,","Barthel, Dominic.","St. Meinrad's abbey, 1927.",1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdp.39015052562389,"Elocution do's and dont's,","Bagley, Louie.",Frederick A. Stokes company [1926],1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdp.39015073717657,"Bibliography of speech education, compiled by Lester Thonssen [and] Elizabeth Fatherson, with the assistance of Dorothea Thonssen.","Thonssen, Lester, 1904-","Wilson, 1939.",1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdp.39015076438525,General catalogue.,Olivet College.,,1894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
msu.31293006398774,A handbook of elocution; a practical guide to acquiring a distinct and expressive delivery. With an introduction by Sir Edward Clarke.,"Minshall, Edward.",J. Murray [1924],1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
njp.32101055311094,"Lessons in elocution and expressive reading for boys : with a choice selection of extracts for reading and repetition annotated for expression and the analysis of sentences, illustrating a new theory of emphasis and pauses / by A.K. Isbister.","Isbister, Alexander Kennedy, 1822-1883.","Longmans, Green, and Co., 1884.",1884,3,0,1,1,0,1,0,0,0,,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,eng,22,5,1
njp.32101063583890,A manual of elocution and reading. Embracing the principles and practice of elocution ... By Edward Brooks ...,"Brooks, Edward, 1831-1912.","Eldredge & brother, 1882.",1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
